n_id_kabko,d_date,n_temperature_2m,n_relativehumidity_2m,n_visibility,n_uv_index
1,2023-11-04T00:00,26.2,89,24140.0,0.65
1,2023-11-04T01:00,27.7,84,24140.0,2.3
1,2023-11-04T02:00,29.2,79,24140.0,4.75
1,2023-11-04T03:00,30.9,70,24140.0,6.9
1,2023-11-04T04:00,31.4,67,24140.0,8.45
1,2023-11-04T05:00,33.0,62,24140.0,8.4
1,2023-11-04T06:00,34.0,56,24140.0,2.65
1,2023-11-04T07:00,33.2,59,24140.0,4.5
1,2023-11-04T08:00,32.1,64,24140.0,3.3
1,2023-11-04T09:00,29.1,76,24140.0,1.15
1,2023-11-04T10:00,28.3,79,11120.0,0.45
1,2023-11-04T11:00,27.6,82,24140.0,0.05
1,2023-11-04T12:00,27.1,86,24140.0,0.0
1,2023-11-04T13:00,26.8,87,24140.0,0.0
1,2023-11-04T14:00,26.8,88,24140.0,0.0
1,2023-11-04T15:00,26.5,91,24140.0,0.0
1,2023-11-04T16:00,26.2,93,24140.0,0.0
1,2023-11-04T17:00,25.8,93,24140.0,0.0
1,2023-11-04T18:00,25.6,94,22280.0,0.0
1,2023-11-04T19:00,25.5,94,24140.0,0.0
1,2023-11-04T20:00,25.4,95,24140.0,0.0
1,2023-11-04T21:00,25.2,95,24140.0,0.0
1,2023-11-04T22:00,25.2,95,24140.0,0.0
1,2023-11-04T23:00,25.2,95,24140.0,0.05
2,2023-11-04T00:00,26.2,92,6560.0,0.2
2,2023-11-04T01:00,27.8,87,24140.0,1.0
2,2023-11-04T02:00,29.2,78,24140.0,4.6
2,2023-11-04T03:00,30.4,72,24140.0,7.35
2,2023-11-04T04:00,31.3,65,24140.0,8.7
2,2023-11-04T05:00,32.2,64,24140.0,9.2
2,2023-11-04T06:00,31.7,66,14340.0,5.3
2,2023-11-04T07:00,31.1,68,13600.0,1.0
2,2023-11-04T08:00,30.1,74,14840.0,3.35
2,2023-11-04T09:00,29.3,76,15120.0,2.35
2,2023-11-04T10:00,28.3,81,24140.0,0.9
2,2023-11-04T11:00,27.2,87,24140.0,0.1
2,2023-11-04T12:00,26.4,91,13920.0,0.0
2,2023-11-04T13:00,26.1,92,14800.0,0.0
2,2023-11-04T14:00,26.0,91,24140.0,0.0
2,2023-11-04T15:00,25.9,90,24140.0,0.0
2,2023-11-04T16:00,25.7,90,24140.0,0.0
2,2023-11-04T17:00,25.5,91,24140.0,0.0
2,2023-11-04T18:00,25.3,91,24140.0,0.0
2,2023-11-04T19:00,25.1,92,24140.0,0.0
2,2023-11-04T20:00,24.7,93,24140.0,0.0
2,2023-11-04T21:00,24.3,94,24140.0,0.0
2,2023-11-04T22:00,24.0,95,24140.0,0.0
2,2023-11-04T23:00,24.1,95,24140.0,0.1
3,2023-11-04T00:00,27.3,86,14940.0,0.95
3,2023-11-04T01:00,28.7,78,24140.0,2.85
3,2023-11-04T02:00,30.1,70,24140.0,4.95
3,2023-11-04T03:00,31.4,64,24140.0,7.25
3,2023-11-04T04:00,31.9,61,24140.0,8.65
3,2023-11-04T05:00,32.7,59,24140.0,8.4
3,2023-11-04T06:00,31.2,68,24140.0,6.5
3,2023-11-04T07:00,30.5,72,24140.0,3.05
3,2023-11-04T08:00,29.5,76,24140.0,2.85
3,2023-11-04T09:00,29.5,74,24140.0,3.25
3,2023-11-04T10:00,28.7,77,24140.0,1.65
3,2023-11-04T11:00,28.1,80,22700.0,0.25
3,2023-11-04T12:00,27.6,84,24140.0,0.0
3,2023-11-04T13:00,27.3,86,24140.0,0.0
3,2023-11-04T14:00,27.2,86,24140.0,0.0
3,2023-11-04T15:00,27.0,87,22860.0,0.0
3,2023-11-04T16:00,26.8,88,24140.0,0.0
3,2023-11-04T17:00,26.4,89,24140.0,0.0
3,2023-11-04T18:00,26.1,90,24140.0,0.0
3,2023-11-04T19:00,26.0,91,24140.0,0.0
3,2023-11-04T20:00,25.8,92,24140.0,0.0
3,2023-11-04T21:00,25.6,92,24140.0,0.0
3,2023-11-04T22:00,25.5,93,24140.0,0.0
3,2023-11-04T23:00,25.4,93,24140.0,0.05
4,2023-11-04T00:00,27.0,85,24140.0,1.1
4,2023-11-04T01:00,28.7,76,24140.0,3.05
4,2023-11-04T02:00,30.5,67,24140.0,4.9
4,2023-11-04T03:00,32.1,59,24140.0,6.8
4,2023-11-04T04:00,33.4,54,8240.0,7.9
4,2023-11-04T05:00,34.0,51,24140.0,8.8
4,2023-11-04T06:00,34.2,51,24140.0,6.85
4,2023-11-04T07:00,33.3,57,24140.0,4.45
4,2023-11-04T08:00,30.5,72,24140.0,3.6
4,2023-11-04T09:00,29.5,75,24140.0,2.75
4,2023-11-04T10:00,28.2,78,24140.0,1.1
4,2023-11-04T11:00,27.6,80,3540.0,0.2
4,2023-11-04T12:00,26.9,83,4280.0,0.0
4,2023-11-04T13:00,26.2,84,4780.0,0.0
4,2023-11-04T14:00,25.5,82,5080.0,0.0
4,2023-11-04T15:00,25.1,83,24140.0,0.0
4,2023-11-04T16:00,24.9,83,24140.0,0.0
4,2023-11-04T17:00,24.8,84,24140.0,0.0
4,2023-11-04T18:00,24.7,86,24140.0,0.0
4,2023-11-04T19:00,24.6,88,24140.0,0.0
4,2023-11-04T20:00,24.5,89,24140.0,0.0
4,2023-11-04T21:00,24.6,89,24140.0,0.0
4,2023-11-04T22:00,24.6,90,24140.0,0.0
4,2023-11-04T23:00,24.8,90,24140.0,0.1
5,2023-11-04T00:00,28.0,83,24140.0,1.2
5,2023-11-04T01:00,29.7,72,24140.0,3.1
5,2023-11-04T02:00,31.4,63,24140.0,5.35
5,2023-11-04T03:00,32.5,58,24140.0,7.2
5,2023-11-04T04:00,32.9,57,24140.0,8.4
5,2023-11-04T05:00,33.3,57,24140.0,9.35
5,2023-11-04T06:00,33.4,56,24140.0,8.8
5,2023-11-04T07:00,33.5,54,24140.0,7.6
5,2023-11-04T08:00,33.2,55,24140.0,5.55
5,2023-11-04T09:00,32.5,60,24140.0,3.3
5,2023-11-04T10:00,31.2,67,24140.0,1.25
5,2023-11-04T11:00,29.6,75,24140.0,0.1
5,2023-11-04T12:00,28.6,77,23900.0,0.0
5,2023-11-04T13:00,28.2,80,24140.0,0.0
5,2023-11-04T14:00,27.9,84,24140.0,0.0
5,2023-11-04T15:00,27.7,85,24140.0,0.0
5,2023-11-04T16:00,27.4,86,24140.0,0.0
5,2023-11-04T17:00,27.2,85,24140.0,0.0
5,2023-11-04T18:00,27.0,85,24140.0,0.0
5,2023-11-04T19:00,26.8,84,24140.0,0.0
5,2023-11-04T20:00,26.5,84,24140.0,0.0
5,2023-11-04T21:00,26.3,85,24140.0,0.0
5,2023-11-04T22:00,26.1,85,24140.0,0.0
5,2023-11-04T23:00,26.2,84,24140.0,0.15
6,2023-11-04T00:00,28.0,76,24140.0,1.25
6,2023-11-04T01:00,30.2,66,24140.0,3.15
6,2023-11-04T02:00,32.3,57,24140.0,5.15
6,2023-11-04T03:00,33.7,51,24140.0,7.3
6,2023-11-04T04:00,34.0,51,24140.0,8.3
6,2023-11-04T05:00,34.6,51,24140.0,7.3
6,2023-11-04T06:00,33.8,53,24140.0,2.15
6,2023-11-04T07:00,33.3,56,24140.0,4.85
6,2023-11-04T08:00,33.0,58,23680.0,5.7
6,2023-11-04T09:00,31.5,65,12000.0,1.25
6,2023-11-04T10:00,31.1,63,21880.0,0.55
6,2023-11-04T11:00,29.7,71,21740.0,0.05
6,2023-11-04T12:00,28.1,82,24140.0,0.0
6,2023-11-04T13:00,27.3,87,24140.0,0.0
6,2023-11-04T14:00,27.5,85,24140.0,0.0
6,2023-11-04T15:00,27.3,84,24140.0,0.0
6,2023-11-04T16:00,27.0,85,24140.0,0.0
6,2023-11-04T17:00,26.6,87,24140.0,0.0
6,2023-11-04T18:00,26.4,86,24140.0,0.0
6,2023-11-04T19:00,26.3,86,24140.0,0.0
6,2023-11-04T20:00,25.9,86,24140.0,0.0
6,2023-11-04T21:00,25.8,85,24140.0,0.0
6,2023-11-04T22:00,25.8,84,24140.0,0.0
6,2023-11-04T23:00,26.0,83,24140.0,0.15
7,2023-11-04T00:00,27.4,83,24140.0,1.15
7,2023-11-04T01:00,29.1,76,24140.0,2.85
7,2023-11-04T02:00,30.9,67,23940.0,5.0
7,2023-11-04T03:00,32.4,60,23940.0,7.2
7,2023-11-04T04:00,33.5,56,24140.0,8.15
7,2023-11-04T05:00,34.5,52,23340.0,7.95
7,2023-11-04T06:00,34.2,52,24140.0,3.95
7,2023-11-04T07:00,34.1,52,24140.0,2.65
7,2023-11-04T08:00,32.1,65,24140.0,3.15
7,2023-11-04T09:00,31.2,72,24140.0,3.4
7,2023-11-04T10:00,30.3,75,6440.0,1.45
7,2023-11-04T11:00,29.0,79,4460.0,0.2
7,2023-11-04T12:00,27.8,83,6860.0,0.0
7,2023-11-04T13:00,27.1,86,7540.0,0.0
7,2023-11-04T14:00,27.0,85,9100.0,0.0
7,2023-11-04T15:00,26.9,86,6360.0,0.0
7,2023-11-04T16:00,26.6,86,24140.0,0.0
7,2023-11-04T17:00,26.6,87,24140.0,0.0
7,2023-11-04T18:00,26.5,87,24140.0,0.0
7,2023-11-04T19:00,26.4,88,24140.0,0.0
7,2023-11-04T20:00,26.1,89,24140.0,0.0
7,2023-11-04T21:00,26.1,90,24140.0,0.0
7,2023-11-04T22:00,26.1,90,24140.0,0.0
7,2023-11-04T23:00,26.2,90,24140.0,0.1
8,2023-11-04T00:00,25.3,86,24140.0,1.4
8,2023-11-04T01:00,26.6,82,24140.0,3.7
8,2023-11-04T02:00,28.2,73,24140.0,6.0
8,2023-11-04T03:00,28.9,70,12920.0,7.45
8,2023-11-04T04:00,29.9,66,23220.0,8.0
8,2023-11-04T05:00,31.0,61,6180.0,7.2
8,2023-11-04T06:00,31.8,55,7180.0,7.65
8,2023-11-04T07:00,31.4,56,6640.0,3.95
8,2023-11-04T08:00,29.9,64,13320.0,2.45
8,2023-11-04T09:00,27.7,77,5700.0,2.55
8,2023-11-04T10:00,26.7,81,17400.0,1.1
8,2023-11-04T11:00,26.0,84,20180.0,0.1
8,2023-11-04T12:00,25.4,85,23560.0,0.0
8,2023-11-04T13:00,25.0,86,24140.0,0.0
8,2023-11-04T14:00,24.5,88,12860.0,0.0
8,2023-11-04T15:00,24.1,89,16220.0,0.0
8,2023-11-04T16:00,23.8,90,24140.0,0.0
8,2023-11-04T17:00,23.6,89,24140.0,0.0
8,2023-11-04T18:00,23.6,88,24140.0,0.0
8,2023-11-04T19:00,23.4,90,24140.0,0.0
8,2023-11-04T20:00,23.2,91,24140.0,0.0
8,2023-11-04T21:00,23.2,91,24140.0,0.0
8,2023-11-04T22:00,23.1,90,24140.0,0.0
8,2023-11-04T23:00,23.6,89,24140.0,0.2
9,2023-11-04T00:00,28.6,79,24140.0,1.85
9,2023-11-04T01:00,29.2,74,24140.0,3.95
9,2023-11-04T02:00,30.0,72,24140.0,6.05
9,2023-11-04T03:00,31.0,69,24140.0,8.15
9,2023-11-04T04:00,31.5,67,24140.0,8.1
9,2023-11-04T05:00,31.8,65,24140.0,7.0
9,2023-11-04T06:00,32.4,61,24140.0,7.7
9,2023-11-04T07:00,32.4,61,24140.0,6.1
9,2023-11-04T08:00,32.6,58,24140.0,3.45
9,2023-11-04T09:00,32.0,59,24140.0,2.15
9,2023-11-04T10:00,30.4,70,24140.0,0.85
9,2023-11-04T11:00,29.6,74,24140.0,0.05
9,2023-11-04T12:00,29.3,76,24140.0,0.0
9,2023-11-04T13:00,29.2,76,23300.0,0.0
9,2023-11-04T14:00,28.8,78,24140.0,0.0
9,2023-11-04T15:00,28.6,79,24140.0,0.0
9,2023-11-04T16:00,28.2,82,24140.0,0.0
9,2023-11-04T17:00,28.0,82,22520.0,0.0
9,2023-11-04T18:00,28.0,81,22640.0,0.0
9,2023-11-04T19:00,27.9,82,24140.0,0.0
9,2023-11-04T20:00,27.8,82,24140.0,0.0
9,2023-11-04T21:00,27.8,82,24140.0,0.0
9,2023-11-04T22:00,27.8,82,24140.0,0.0
9,2023-11-04T23:00,28.0,81,24140.0,0.35
10,2023-11-04T00:00,26.5,79,24140.0,2.75
10,2023-11-04T01:00,28.2,69,24140.0,5.1
10,2023-11-04T02:00,29.9,58,24140.0,7.2
10,2023-11-04T03:00,31.0,53,24140.0,8.75
10,2023-11-04T04:00,31.1,58,24140.0,9.5
10,2023-11-04T05:00,30.8,61,24140.0,9.3
10,2023-11-04T06:00,30.6,61,24140.0,7.6
10,2023-11-04T07:00,29.9,65,24140.0,4.3
10,2023-11-04T08:00,29.0,71,24140.0,2.95
10,2023-11-04T09:00,28.0,76,24140.0,1.15
10,2023-11-04T10:00,26.8,82,24140.0,0.3
10,2023-11-04T11:00,26.1,85,24140.0,0.0
10,2023-11-04T12:00,25.7,88,24140.0,0.0
10,2023-11-04T13:00,25.3,92,24140.0,0.0
10,2023-11-04T14:00,25.1,94,24140.0,0.0
10,2023-11-04T15:00,24.9,93,24140.0,0.0
10,2023-11-04T16:00,24.6,91,24140.0,0.0
10,2023-11-04T17:00,24.0,90,24140.0,0.0
10,2023-11-04T18:00,23.3,88,24140.0,0.0
10,2023-11-04T19:00,22.9,85,24140.0,0.0
10,2023-11-04T20:00,22.5,84,24140.0,0.0
10,2023-11-04T21:00,22.2,84,24140.0,0.0
10,2023-11-04T22:00,22.0,87,24140.0,0.05
10,2023-11-04T23:00,24.1,82,24140.0,0.85
11,2023-11-04T00:00,26.3,88,24140.0,1.9
11,2023-11-04T01:00,28.1,81,24140.0,4.15
11,2023-11-04T02:00,29.8,74,24140.0,6.4
11,2023-11-04T03:00,31.1,68,24140.0,8.15
11,2023-11-04T04:00,32.1,64,24140.0,9.1
11,2023-11-04T05:00,32.8,62,19720.0,9.0
11,2023-11-04T06:00,30.0,75,22460.0,3.4
11,2023-11-04T07:00,29.3,79,22820.0,1.05
11,2023-11-04T08:00,28.9,79,24140.0,0.8
11,2023-11-04T09:00,28.6,79,24140.0,0.85
11,2023-11-04T10:00,27.7,83,24140.0,0.45
11,2023-11-04T11:00,26.9,88,24140.0,0.0
11,2023-11-04T12:00,26.5,89,24140.0,0.0
11,2023-11-04T13:00,26.3,90,24140.0,0.0
11,2023-11-04T14:00,26.0,90,24140.0,0.0
11,2023-11-04T15:00,25.8,90,24140.0,0.0
11,2023-11-04T16:00,25.6,91,24140.0,0.0
11,2023-11-04T17:00,25.3,92,24140.0,0.0
11,2023-11-04T18:00,25.1,93,24140.0,0.0
11,2023-11-04T19:00,24.8,94,24140.0,0.0
11,2023-11-04T20:00,24.5,95,24140.0,0.0
11,2023-11-04T21:00,24.2,96,24140.0,0.0
11,2023-11-04T22:00,24.1,96,24140.0,0.0
11,2023-11-04T23:00,24.8,95,24140.0,0.4
12,2023-11-04T00:00,28.8,72,24140.0,2.3
12,2023-11-04T01:00,31.0,61,24140.0,4.5
12,2023-11-04T02:00,32.5,56,24140.0,6.6
12,2023-11-04T03:00,33.1,55,11420.0,7.9
12,2023-11-04T04:00,32.6,62,21840.0,8.7
12,2023-11-04T05:00,31.7,66,10900.0,8.85
12,2023-11-04T06:00,31.9,65,9920.0,7.85
12,2023-11-04T07:00,30.8,69,24140.0,5.95
12,2023-11-04T08:00,30.5,71,9780.0,3.7
12,2023-11-04T09:00,29.6,74,24140.0,1.55
12,2023-11-04T10:00,28.4,80,24140.0,0.2
12,2023-11-04T11:00,27.3,86,24140.0,0.0
12,2023-11-04T12:00,26.9,87,24140.0,0.0
12,2023-11-04T13:00,26.4,88,24140.0,0.0
12,2023-11-04T14:00,26.1,89,24140.0,0.0
12,2023-11-04T15:00,26.1,88,24140.0,0.0
12,2023-11-04T16:00,25.8,89,24140.0,0.0
12,2023-11-04T17:00,25.0,92,24140.0,0.0
12,2023-11-04T18:00,24.1,96,24140.0,0.0
12,2023-11-04T19:00,23.5,98,24140.0,0.0
12,2023-11-04T20:00,22.9,99,24140.0,0.0
12,2023-11-04T21:00,22.5,99,24140.0,0.0
12,2023-11-04T22:00,22.3,99,24140.0,0.0
12,2023-11-04T23:00,24.8,91,24140.0,0.75
